Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"excelData = findTestData(""Data Files/C680"")",,,,24-04-2025 11:05:35,24-04-2025 11:05:35,0.007s,PASSED
"email1 = excelData.getValue(""email"", 1)",,,,24-04-2025 11:05:35,24-04-2025 11:05:35,0.000s,PASSED
"email2 = excelData.getValue(""email"", 2)",,,,24-04-2025 11:05:35,24-04-2025 11:05:35,0.000s,PASSED
"sendKeys(findTestObject(""Object Repository/Repo/android.widget.EditText-LoginorSignUp""), email1)",,,,24-04-2025 11:05:35,24-04-2025 11:05:36,0.966s,PASSED
delay(10),,,,24-04-2025 11:05:36,24-04-2025 11:05:46,10.007s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - Next""), 0)",,,,24-04-2025 11:05:46,24-04-2025 11:05:46,0.474s,PASSED
delay(10),,,,24-04-2025 11:05:46,24-04-2025 11:05:56,10.009s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - reset""), 0)",,,,24-04-2025 11:05:56,24-04-2025 11:05:56,0.350s,PASSED
hideKeyboard(),,,,24-04-2025 11:05:56,24-04-2025 11:05:59,2.161s,PASSED
delay(10),,,,24-04-2025 11:05:59,24-04-2025 11:06:09,10.008s,PASSED
"sendKeys(findTestObject(""Object Repository/Repo/android.widget.EditText -""), email2)",,,,24-04-2025 11:06:09,24-04-2025 11:06:09,0.287s,PASSED
delay(10),,,,24-04-2025 11:06:09,24-04-2025 11:06:19,10.004s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.EditText-confirm email address""), 0)",,,,24-04-2025 11:06:19,24-04-2025 11:06:19,0.339s,PASSED
hideKeyboard(),,,,24-04-2025 11:06:19,24-04-2025 11:06:21,2.138s,PASSED
delay(10),,,,24-04-2025 11:06:21,24-04-2025 11:06:31,10.008s,PASSED
takeScreenshot(),,,,24-04-2025 11:06:31,24-04-2025 11:06:33,1.823s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - reset""), 0)",,,,24-04-2025 11:06:33,24-04-2025 11:06:35,1.354s,PASSED
hideKeyboard(),,,,24-04-2025 11:06:35,24-04-2025 11:06:37,2.115s,PASSED
"testData = findTestData(""Data Files/C681"")",,,,24-04-2025 11:06:37,24-04-2025 11:06:37,0.007s,PASSED
"email1 = testData.getValue(""email"", 1)",,,,24-04-2025 11:06:37,24-04-2025 11:06:37,0.000s,PASSED
"sendKeys(findTestObject(""Object Repository/Repo/android.widget.EditText-LoginorSignUp""), email1)",,,,24-04-2025 11:06:37,24-04-2025 11:06:38,1.400s,PASSED
delay(10),,,,24-04-2025 11:06:38,24-04-2025 11:06:48,10.008s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - Next""), 0)",,,,24-04-2025 11:06:48,24-04-2025 11:06:48,0.348s,PASSED
delay(10),,,,24-04-2025 11:06:48,24-04-2025 11:06:58,10.009s,PASSED
try,,,,24-04-2025 11:06:58,24-04-2025 11:07:07,8.131s,FAILED
catch (com.kms.katalon.core.exception.StepFailedException e),,,,24-04-2025 11:07:07,24-04-2025 11:07:07,0.004s,PASSED
try,,,,24-04-2025 11:07:07,24-04-2025 11:07:17,10.142s,FAILED
catch (com.kms.katalon.core.exception.StepFailedException e),,,,24-04-2025 11:07:17,24-04-2025 11:07:17,0.001s,PASSED
"testData = findTestData(""Data Files/Emails"")",,,,24-04-2025 11:07:17,24-04-2025 11:07:17,0.006s,PASSED
"email1 = testData.getValue(""email"", 1)",,,,24-04-2025 11:07:17,24-04-2025 11:07:17,0.001s,PASSED
"email2 = testData.getValue(""email"", 2)",,,,24-04-2025 11:07:17,24-04-2025 11:07:17,0.000s,PASSED
"sendKeys(findTestObject(""Object Repository/Repo/android.widget.EditText-LoginorSignUp""), email1)",,,,24-04-2025 11:07:17,24-04-2025 11:07:17,0.337s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - Next (1)""), 10)",,,,24-04-2025 11:07:17,24-04-2025 11:07:24,6.578s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - reset""), 10)",,,,24-04-2025 11:07:24,24-04-2025 11:07:25,0.966s,PASSED
hideKeyboard(),,,,24-04-2025 11:07:25,24-04-2025 11:07:25,0.517s,PASSED
"sendKeys(findTestObject(""Object Repository/Repo/android.widget.EditText-confirm email address""), email2)",,,,24-04-2025 11:07:25,24-04-2025 11:07:26,1.120s,PASSED
delay(3),,,,24-04-2025 11:07:26,24-04-2025 11:07:29,3.004s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.EditText-confirm email address""), 10)",,,,24-04-2025 11:07:29,24-04-2025 11:07:30,0.898s,PASSED
try,,,,24-04-2025 11:07:30,24-04-2025 11:07:30,0.004s,PASSED
catch (Exception e),,,,24-04-2025 11:07:30,24-04-2025 11:07:30,0.001s,PASSED
Finally,,,,24-04-2025 11:07:30,24-04-2025 11:07:30,0.000s,PASSED
closeApplication(),,,,24-04-2025 11:07:30,24-04-2025 11:07:33,2.863s,PASSED
,,,,,,,
Test Cases/Sign Up New UserPage/C696_C698_SignUpNewUserPage_ConfirmationEmail_OutdatedEmail,,"C696-Verify that the confirmation email is received after agreeing to the Terms and Conditions
C698-Verify that outdated verification links cannot be used",,24-04-2025 11:07:33,24-04-2025 11:12:14,4m - 41.290s,PASSED
"testData = findTestData(""Data Files/LogiNewUser"")",,Initializes testData by finding the test data file located at Data Files,,24-04-2025 11:07:33,24-04-2025 11:07:33,0.005s,PASSED
"email = testData.getValue(""email"", 2)",,"Retrieves the value of the ""email"" field from the first row of the test data and assigns it to the variable email.",,24-04-2025 11:07:33,24-04-2025 11:07:33,0.001s,PASSED
"firstName = testData.getValue(""firstname"", 2)",,"Retrieves the value of the ""firstname"" field from the first row of the test data and assigns it to the variable firstName.",,24-04-2025 11:07:33,24-04-2025 11:07:33,0.000s,PASSED
"lastName = testData.getValue(""lastname"", 2)",,"Retrieves the value of the ""lastname"" field from the first row of the test data and assigns it to the variable lastName.",,24-04-2025 11:07:33,24-04-2025 11:07:33,0.000s,PASSED
"password = testData.getValue(""password"", 2)",,"Retrieves the value of the ""password"" field from the first row of the test data and assigns it to the variable password.",,24-04-2025 11:07:33,24-04-2025 11:07:33,0.000s,PASSED
"confirmPassword = testData.getValue(""confirm password"", 2)",,"Retrieves the value of the ""confirmpassword"" field from the first row of the test data and assigns it to the variable confirmPassword.",,24-04-2025 11:07:33,24-04-2025 11:07:33,0.000s,PASSED
"startApplication(appUrl, true)",, Launches the application ,,24-04-2025 11:07:33,24-04-2025 11:07:52,19.110s,PASSED
delay(10),,Pauses the execution for 10 seconds.,,24-04-2025 11:07:52,24-04-2025 11:08:02,10.009s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - Login or Sign Up""), 0)",,"Simulates a tap on the ""Login or Sign Up"" button.",,24-04-2025 11:08:02,24-04-2025 11:08:03,0.849s,PASSED
delay(10),,Pauses the execution for 10 seconds.,,24-04-2025 11:08:03,24-04-2025 11:08:13,10.006s,PASSED
"setText(findTestObject(""Object Repository/Repo/android.widget.EditText-LoginorSignUp""), email, 0)",,Inputs the value of email into the login or sign-up field.,,24-04-2025 11:08:13,24-04-2025 11:08:14,0.743s,PASSED
hideKeyboard(),,Hides the on-screen keyboard.,,24-04-2025 11:08:14,24-04-2025 11:08:16,2.398s,PASSED
delay(10),,Pauses the execution for 10 seconds.,,24-04-2025 11:08:16,24-04-2025 11:08:26,10.007s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - Next""), 0)",,"Simulates a tap on the ""Next"" button.",,24-04-2025 11:08:26,24-04-2025 11:08:27,0.850s,PASSED
delay(10),,Pauses the execution for 10 seconds.,,24-04-2025 11:08:27,24-04-2025 11:08:37,10.004s,PASSED
"setText(findTestObject(""Object Repository/Repo/android.widget.EditText-confirm email address""), email, 0)",,Inputs the value of email into the confirm email address field.,,24-04-2025 11:08:37,24-04-2025 11:08:38,0.529s,PASSED
hideKeyboard(),,Hides the on-screen keyboard.,,24-04-2025 11:08:38,24-04-2025 11:08:40,2.130s,PASSED
delay(10),,Pauses the execution for 10 seconds.,,24-04-2025 11:08:40,24-04-2025 11:08:50,10.008s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - Next (1)""), 0)",,"Simulates a tap on the ""Next"" button.",,24-04-2025 11:08:50,24-04-2025 11:08:51,1.466s,PASSED
delay(20),,Pauses the execution for 20 seconds.,,24-04-2025 11:08:51,24-04-2025 11:09:11,20.009s,PASSED
"setText(findTestObject(""Object Repository/Repo/android.widget.EditText-FirstName""), firstName, 0)",,"Inputs the value of firstName into the first name field.

",,24-04-2025 11:09:11,24-04-2025 11:09:12,0.615s,PASSED
hideKeyboard(),,Hides the on-screen keyboard.,,24-04-2025 11:09:12,24-04-2025 11:09:14,2.114s,PASSED
delay(10),,Pauses the execution for 10 seconds.,,24-04-2025 11:09:14,24-04-2025 11:09:24,10.008s,PASSED
"setText(findTestObject(""Object Repository/Repo/android.widget.EditText-LastName""), lastName, 0)",,Inputs the value of lastName into the last name field.,,24-04-2025 11:09:24,24-04-2025 11:09:25,0.998s,PASSED
hideKeyboard(),,Hides the on-screen keyboard.,,24-04-2025 11:09:25,24-04-2025 11:09:27,2.168s,PASSED
delay(10),,Pauses the execution for 10 seconds.,,24-04-2025 11:09:27,24-04-2025 11:09:37,10.008s,PASSED
"sendKeys(findTestObject(""Object Repository/Repo/android.widget.EditText-Password""), password)",,Simulates key presses in the password field.,,24-04-2025 11:09:37,24-04-2025 11:09:38,0.359s,PASSED
hideKeyboard(),,Hides the on-screen keyboard.,,24-04-2025 11:09:38,24-04-2025 11:09:38,0.573s,PASSED
delay(10),,Pauses the execution for 10 seconds.,,24-04-2025 11:09:38,24-04-2025 11:09:48,10.008s,PASSED
"sendKeys(findTestObject(""Object Repository/Repo/android.widget.EditText-Confirm Password""), confirmPassword)",, Simulates key presses in the confirm password field.,,24-04-2025 11:09:48,24-04-2025 11:09:49,0.742s,PASSED
hideKeyboard(),,Hides the on-screen keyboard.,,24-04-2025 11:09:49,24-04-2025 11:09:49,0.581s,PASSED
delay(10),,Pauses the execution for 10 seconds.,,24-04-2025 11:09:49,24-04-2025 11:09:59,10.008s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - Next (2)""), 0)",,"Simulates a tap on the ""Next"" button.",,24-04-2025 11:09:59,24-04-2025 11:10:00,0.414s,PASSED
delay(10),,Pauses the execution for 10 seconds.,,24-04-2025 11:10:00,24-04-2025 11:10:10,10.008s,PASSED
deviceHeight = getDeviceHeight(),,"Scroll down until the text ""etc)."" is visible",,24-04-2025 11:10:10,24-04-2025 11:10:10,0.485s,PASSED
deviceWidth = getDeviceWidth(),,,,24-04-2025 11:10:10,24-04-2025 11:10:11,0.444s,PASSED
startX = deviceWidth / 2,,,,24-04-2025 11:10:11,24-04-2025 11:10:11,0.003s,PASSED
startY = deviceHeight * 3 / 4,,,,24-04-2025 11:10:11,24-04-2025 11:10:11,0.001s,PASSED
endX = startX,,,,24-04-2025 11:10:11,24-04-2025 11:10:11,0.000s,PASSED
endY = deviceHeight / 4,,,,24-04-2025 11:10:11,24-04-2025 11:10:11,0.000s,PASSED
"for ([i = 0, i < 8, (i++)])",,,,24-04-2025 11:10:11,24-04-2025 11:10:27,16.678s,PASSED
try,,,,24-04-2025 11:10:27,24-04-2025 11:10:29,1.143s,PASSED
delay(5),,Wait for 5 seconds,,24-04-2025 11:10:29,24-04-2025 11:10:34,5.008s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - Agree to Terms  Conditions""), 0)",,Tap on Agree to terms and conditions,,24-04-2025 11:10:34,24-04-2025 11:10:34,0.343s,PASSED
delay(30),,,,24-04-2025 11:10:34,24-04-2025 11:11:04,30.009s,PASSED
"setText(findTestObject(""Object Repository/Repo/android.widget.EditText-OAM(Login)""), email, 0)",,Enter email in OAM webview,,24-04-2025 11:11:04,24-04-2025 11:11:05,0.546s,PASSED
hideKeyboard(),,Hides the on-screen keyboard.,,24-04-2025 11:11:05,24-04-2025 11:11:05,0.600s,PASSED
delay(10),,Pauses the execution for 30 seconds.,,24-04-2025 11:11:05,24-04-2025 11:11:15,10.008s,PASSED
"setText(findTestObject(""Object Repository/Repo/android.widget.EditText-OAM(Password)""), password, 0)",,Enter password in OAM webview,,24-04-2025 11:11:15,24-04-2025 11:11:16,0.734s,PASSED
hideKeyboard(),,Hides the on-screen keyboard.,,24-04-2025 11:11:16,24-04-2025 11:11:18,2.193s,PASSED
delay(10),,Pauses the execution for 30 seconds.,,24-04-2025 11:11:18,24-04-2025 11:11:28,10.010s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - LOGIN""), 0)",,Tap on Login Button,,24-04-2025 11:11:28,24-04-2025 11:11:29,0.467s,PASSED
delay(20),,Pauses the execution for 30 seconds.,,24-04-2025 11:11:29,24-04-2025 11:11:49,20.005s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.widget.TextView - Resend Confirmation Email""), 0)",,Verify element present,,24-04-2025 11:11:49,24-04-2025 11:11:49,0.284s,PASSED
"elementText = TextView - Resend Confirmation Email""), 0).trim()",,,,24-04-2025 11:11:49,24-04-2025 11:11:49,0.242s,PASSED
"println(""Text of the element: "" + elementText)",,,,24-04-2025 11:11:49,24-04-2025 11:11:49,0.000s,PASSED
"expectedText = ""Resend Confirmation Email"".trim()",,,,24-04-2025 11:11:49,24-04-2025 11:11:49,0.001s,PASSED
assert elementText.equals(expectedText),,,,24-04-2025 11:11:49,24-04-2025 11:11:49,0.001s,PASSED
delay(10),,Pauses the execution for 10 seconds.,,24-04-2025 11:11:49,24-04-2025 11:11:59,10.009s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.TextView - Resend Confirmation Email""), 0)",,"Tap on resend confirmation mail button
",,24-04-2025 11:11:59,24-04-2025 11:12:00,0.788s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.widget.Button - Next (3)""), 0)",,"Verify Nwxt button exists
",,24-04-2025 11:12:00,24-04-2025 11:12:01,0.969s,PASSED
delay(5),,Pauses the execution for 5 seconds.,,24-04-2025 11:12:01,24-04-2025 11:12:06,5.009s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - Next (3)""), 0)",,Tap on Next Button,,24-04-2025 11:12:06,24-04-2025 11:12:06,0.372s,PASSED
delay(5),,Pauses the execution for 5 seconds.,,24-04-2025 11:12:06,24-04-2025 11:12:11,5.007s,PASSED
"println(""All text assertions passed successfully!"")",,Print the assertion result,,24-04-2025 11:12:11,24-04-2025 11:12:11,0.001s,PASSED
closeApplication(),,Close the application,,24-04-2025 11:12:11,24-04-2025 11:12:14,3.132s,PASSED
closeBrowser(),,,,24-04-2025 11:12:14,24-04-2025 11:12:14,0.002s,PASSED
,,,,,,,
Test Cases/Sign Up New UserPage/C699_C690_C691_C692_SignUpNewUserPage_ThankYouPageIsClickable_AgreeAndDoNotAgreeTermsAndConditions,,"C699-Verify that the Next button on the 'Not Verified Thank You' page is clickable
C690	Verify that the 'Agree to Terms and Conditions' button is clickable and navigates to the next page
C691	Verify that the 'I Do Not Agree' button is clickable and redirects the user to the previous page
C692	Verify that the 'Back' button redirects the User to the previous page",,24-04-2025 11:12:14,24-04-2025 11:17:28,5m - 13.302s,PASSED
"testData = findTestData(""Data Files/LogiNewUser"")",,"Retrieve test data from the ""C699"" data file",,24-04-2025 11:12:14,24-04-2025 11:12:14,0.005s,PASSED
"email = testData.getValue(""email"", 3)",,"Extract email, first name, last name, password, and confirm password from the test data file",,24-04-2025 11:12:14,24-04-2025 11:12:14,0.000s,PASSED
"firstName = testData.getValue(""firstname"", 3)",,,,24-04-2025 11:12:14,24-04-2025 11:12:14,0.000s,PASSED
"lastName = testData.getValue(""lastname"", 3)",,,,24-04-2025 11:12:14,24-04-2025 11:12:14,0.000s,PASSED
"password = testData.getValue(""password"", 3)",,,,24-04-2025 11:12:14,24-04-2025 11:12:14,0.000s,PASSED
"confirmPassword = testData.getValue(""confirm password"", 3)",,,,24-04-2025 11:12:14,24-04-2025 11:12:14,0.001s,PASSED
"startApplication(appUrl, true)",,Launch the mobile application with reset enabled,,24-04-2025 11:12:14,24-04-2025 11:12:32,17.316s,PASSED
delay(10),,Wait for 10 seconds to allow the application to load,,24-04-2025 11:12:32,24-04-2025 11:12:42,10.008s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - Login or Sign Up""), 0)",,"Tap on the ""Login or Sign Up"" button to proceed to the authentication page",,24-04-2025 11:12:42,24-04-2025 11:12:42,0.717s,PASSED
delay(10),,Wait for 10 seconds to ensure the login screen loads properly,,24-04-2025 11:12:42,24-04-2025 11:12:52,10.009s,PASSED
"setText(findTestObject(""Object Repository/Repo/android.widget.EditText-LoginorSignUp""), email, 0)",,Enter the retrieved email into the email input field,,24-04-2025 11:12:52,24-04-2025 11:12:53,0.831s,PASSED
hideKeyboard(),,Hide the keyboard to avoid UI conflicts,,24-04-2025 11:12:53,24-04-2025 11:12:56,2.319s,PASSED
delay(10),,Wait for 10 seconds to stabilize the UI,,24-04-2025 11:12:56,24-04-2025 11:13:06,10.008s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - Next""), 0)",,"Tap on the ""Next"" button to proceed",,24-04-2025 11:13:06,24-04-2025 11:13:06,0.556s,PASSED
delay(10),,Wait for 10 seconds for the next screen to load,,24-04-2025 11:13:06,24-04-2025 11:13:16,10.009s,PASSED
"setText(findTestObject(""Object Repository/Repo/android.widget.EditText-confirm email address""), email, 0)",,Enter the retrieved email again to confirm email address,,24-04-2025 11:13:16,24-04-2025 11:13:17,0.541s,PASSED
hideKeyboard(),,Hide the keyboard,,24-04-2025 11:13:17,24-04-2025 11:13:19,2.208s,PASSED
delay(10),,Wait for 10 seconds to ensure input is processed,,24-04-2025 11:13:19,24-04-2025 11:13:29,10.008s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - Next (1)""), 0)",,"Tap on the ""Next"" button to proceed to the personal information section",,24-04-2025 11:13:29,24-04-2025 11:13:29,0.428s,PASSED
delay(10),,Wait for 10 seconds for the transition to complete,,24-04-2025 11:13:29,24-04-2025 11:13:39,10.006s,PASSED
"setText(findTestObject(""Object Repository/Repo/android.widget.EditText-FirstName""), firstName, 0)",,Enter the first name,,24-04-2025 11:13:39,24-04-2025 11:13:40,0.988s,PASSED
hideKeyboard(),,Hide the keyboard,,24-04-2025 11:13:40,24-04-2025 11:13:42,2.107s,PASSED
delay(10),,Wait for 10 seconds,,24-04-2025 11:13:42,24-04-2025 11:13:52,10.008s,PASSED
"setText(findTestObject(""Object Repository/Repo/android.widget.EditText-LastName""), lastName, 0)",,Enter the last name,,24-04-2025 11:13:52,24-04-2025 11:13:53,0.616s,PASSED
hideKeyboard(),,Hide the keyboard,,24-04-2025 11:13:53,24-04-2025 11:13:55,2.095s,PASSED
delay(10),,Wait for 10 seconds,,24-04-2025 11:13:55,24-04-2025 11:14:05,10.008s,PASSED
"sendKeys(findTestObject(""Object Repository/Repo/android.widget.EditText-Password""), password)",,Enter the password,,24-04-2025 11:14:05,24-04-2025 11:14:06,0.417s,PASSED
delay(10),,Wait for 10 seconds,,24-04-2025 11:14:06,24-04-2025 11:14:16,10.007s,PASSED
"sendKeys(findTestObject(""Object Repository/Repo/android.widget.EditText-Confirm Password""), confirmPassword)",,Enter the confirm password,,24-04-2025 11:14:16,24-04-2025 11:14:17,0.998s,PASSED
delay(10),,Wait for 10 seconds,,24-04-2025 11:14:17,24-04-2025 11:14:27,10.004s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - Next (2)""), 0)",,"Tap on the ""Next"" button to proceed",,24-04-2025 11:14:27,24-04-2025 11:14:27,0.382s,PASSED
delay(10),,Wait for 20 seconds for page transition,,24-04-2025 11:14:27,24-04-2025 11:14:37,10.009s,PASSED
deviceHeight = getDeviceHeight(),,"Scroll down until the text ""etc)."" is visible",,24-04-2025 11:14:37,24-04-2025 11:14:37,0.473s,PASSED
deviceWidth = getDeviceWidth(),,,,24-04-2025 11:14:37,24-04-2025 11:14:38,0.444s,PASSED
startX = deviceWidth / 2,,,,24-04-2025 11:14:38,24-04-2025 11:14:38,0.000s,PASSED
startY = deviceHeight * 3 / 4,,,,24-04-2025 11:14:38,24-04-2025 11:14:38,0.000s,PASSED
endX = startX,,,,24-04-2025 11:14:38,24-04-2025 11:14:38,0.000s,PASSED
endY = deviceHeight / 4,,,,24-04-2025 11:14:38,24-04-2025 11:14:38,0.000s,PASSED
"for ([i = 0, i < 8, (i++)])",,,,24-04-2025 11:14:38,24-04-2025 11:14:55,16.636s,PASSED
try,,,,24-04-2025 11:14:55,24-04-2025 11:14:56,1.115s,PASSED
delay(5),,Wait for 5 seconds,,24-04-2025 11:14:56,24-04-2025 11:15:01,5.008s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - Agree to Terms  Conditions""), 0)",,"Tap on the ""Agree to Terms & Conditions"" button",,24-04-2025 11:15:01,24-04-2025 11:15:01,0.369s,PASSED
delay(45),,Wait for 30 seconds to allow time for agreement processing,,24-04-2025 11:15:01,24-04-2025 11:15:46,45.004s,PASSED
"setText(findTestObject(""Object Repository/Repo/android.widget.EditText-OAM(Login)""), email, 0)",,Enter the email address in the login field on the OAM (Online Account Management) screen,,24-04-2025 11:15:46,24-04-2025 11:15:47,0.553s,PASSED
hideKeyboard(),,Hide the keyboard,,24-04-2025 11:15:47,24-04-2025 11:15:49,2.279s,PASSED
delay(10),,Wait for 30 seconds,,24-04-2025 11:15:49,24-04-2025 11:15:59,10.007s,PASSED
"setText(findTestObject(""Object Repository/Repo/android.widget.EditText-OAM(Password)""), password, 0)",,Enter the password in the OAM login field,,24-04-2025 11:15:59,24-04-2025 11:15:59,0.532s,PASSED
hideKeyboard(),,Hide the keyboard,,24-04-2025 11:15:59,24-04-2025 11:16:02,2.159s,PASSED
delay(10),,Wait for 30 seconds,,24-04-2025 11:16:02,24-04-2025 11:16:12,10.007s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button -OAM(Login)""), 0)",,"Tap on the ""Login"" button to attempt authentication",,24-04-2025 11:16:12,24-04-2025 11:16:13,1.393s,PASSED
delay(20),,Wait for 30 seconds to allow time for authentication processing,,24-04-2025 11:16:13,24-04-2025 11:16:33,20.009s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - Next-(VerifyAccount)""), 0)",,"Tap on the ""Next"" button to proceed with verifying the account",,24-04-2025 11:16:33,24-04-2025 11:16:33,0.255s,PASSED
delay(10),,Wait for 10 seconds,,24-04-2025 11:16:33,24-04-2025 11:16:43,10.008s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.widget.TextView - Youve chosen to skip the email verification process. While you can explore the app as a guest, please note that certain features and functionalities may be limited""), 0)",,Verify the existence of the message that indicates email verification has been skipped,,24-04-2025 11:16:43,24-04-2025 11:16:44,0.306s,PASSED
delay(10),,Wait for 10 seconds,,24-04-2025 11:16:44,24-04-2025 11:16:54,10.010s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.widget.TextView - To fully access all features""), 0)",,Verify the existence of the message about limited feature access,,24-04-2025 11:16:54,24-04-2025 11:16:54,0.246s,PASSED
delay(10),,Wait for 10 seconds,,24-04-2025 11:16:54,24-04-2025 11:17:04,10.007s,PASSED
"actualText = getText(findTestObject(""Object Repository/Repo/android.widget.TextView - Youve chosen to skip the email verification process. While you can explore the app as a guest, please note that certain features and functionalities may be limited""), 0)",,Capture the message about skipping email verification,,24-04-2025 11:17:04,24-04-2025 11:17:04,0.281s,PASSED
"expectedText = ""You've chosen to skip the email verification process. While you can explore the app as a guest, please note that certain features and functionalities may be limited.""",,Define the expected text,,24-04-2025 11:17:04,24-04-2025 11:17:04,0.000s,PASSED
assert actualText == expectedText,,Assert that the displayed message matches the expected text,,24-04-2025 11:17:04,24-04-2025 11:17:04,0.000s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Repo/android.widget.Button - Next (2)""), 0)",,"Verify that the ""Next"" button exists on the screen",,24-04-2025 11:17:04,24-04-2025 11:17:04,0.231s,PASSED
delay(10),,Wait for 10 seconds,,24-04-2025 11:17:04,24-04-2025 11:17:14,10.005s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - Next (2)""), 0)",,"Tap the ""Next"" button to proceed further",,24-04-2025 11:17:14,24-04-2025 11:17:15,0.304s,PASSED
delay(10),,Wait for 10 seconds,,24-04-2025 11:17:15,24-04-2025 11:17:25,10.007s,PASSED
closeApplication(),,Close the application after completing the test,,24-04-2025 11:17:25,24-04-2025 11:17:28,3.005s,PASSED
closeBrowser(),,,,24-04-2025 11:17:28,24-04-2025 11:17:28,0.001s,PASSED
,,,,,,,
Test Cases/Login Owner OR Renter/C728_LoginOwnerOrRenter_EmailVerificationInSettings,,"Verify that the email address on the New User is displayed in the text ""You're creating...""",,24-04-2025 11:17:28,24-04-2025 11:18:56,1m - 28.087s,PASSED
"startApplication(appUrl, true)",,Launch the mobile application with reset enabled (true clears any previous session data),,24-04-2025 11:17:28,24-04-2025 11:17:46,18.122s,PASSED
delay(15),,Wait for 5 seconds to allow the application to fully load,,24-04-2025 11:17:46,24-04-2025 11:18:01,15.008s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - Login or Sign Up""), 0)",,"Tap on the ""Login or Sign Up"" button to navigate to the authentication screen",,24-04-2025 11:18:01,24-04-2025 11:18:02,1.351s,PASSED
delay(10),,Wait for 10 seconds to ensure that the login screen is completely loaded,,24-04-2025 11:18:02,24-04-2025 11:18:12,10.007s,PASSED
"testData = findTestData(""Data Files/C728 (1)"")",,"Retrieve test data from the ""C728 (1)"" Excel file",,24-04-2025 11:18:12,24-04-2025 11:18:12,0.015s,PASSED
"email = testData.getValue(""Email"", 1)",,Extract the email value from the first row of the test data,,24-04-2025 11:18:12,24-04-2025 11:18:12,0.001s,PASSED
"sendKeys(findTestObject(""Object Repository/Repo/android.widget.EditText-LoginorSignUp""), email)",,Enter the retrieved email address into the email input field,,24-04-2025 11:18:12,24-04-2025 11:18:13,0.621s,PASSED
delay(10),,Wait for 10 seconds to allow the input field to process the entered email,,24-04-2025 11:18:13,24-04-2025 11:18:23,10.008s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - Next""), 0)",,"Tap on the ""Next"" button to proceed to the subsequent screen",,24-04-2025 11:18:23,24-04-2025 11:18:23,0.548s,PASSED
delay(10),,Wait for 10 seconds to allow the next screen to load,,24-04-2025 11:18:23,24-04-2025 11:18:33,10.008s,PASSED
"tap(findTestObject(""Object Repository/Repo/android.widget.Button - reset""), 0)",,"Tap on the ""reset"" button to clear the email field or reset the form",,24-04-2025 11:18:33,24-04-2025 11:18:34,0.471s,PASSED
hideKeyboard(),,Hide the keyboard to prevent any interference with further actions,,24-04-2025 11:18:34,24-04-2025 11:18:36,2.348s,PASSED
delay(10),,Wait for 10 seconds to ensure the reset action is completed,,24-04-2025 11:18:36,24-04-2025 11:18:46,10.008s,PASSED
"sendKeys(findTestObject(""Object Repository/Repo/android.widget.EditText-NewUserEmail""), email)",,"Enter the same email into the ""New User Email"" field",,24-04-2025 11:18:46,24-04-2025 11:18:47,0.833s,PASSED
"enteredEmail = getText(findTestObject(""Object Repository/Repo/android.widget.EditText-NewUserEmail""), 0)",,"Retrieve the email text from the ""New User Email"" field to verify it was entered correctly",,24-04-2025 11:18:47,24-04-2025 11:18:48,0.751s,PASSED
assert enteredEmail == email,,Assert that the email retrieved from the field matches the expected email,,24-04-2025 11:18:48,24-04-2025 11:18:48,0.001s,PASSED
